# Step     Time (ps)     Particles  Tot. E. (eV/part)  Kin. E. (eV/part)  Pot. E. (eV/part)  Temp. (K) Pxx Pyy Pzz Pxy Pxz Pyz (Pa) A/B/C (ang)    alpha/beta/gamma (deg)     Vol. (ang^3)  Rho (g/cm^3)
        0  0.000000e+00         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
        5  5.000000e-03         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       10  1.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       15  1.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       20  2.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       25  2.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       30  3.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       35  3.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       40  4.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       45  4.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       50  5.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       55  5.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       60  6.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       65  6.500000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
       70  7.000000e-02         16000   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000  0.000000000000  66.000000000000  66.000000000000  66.000000000000  90.000000000000  90.000000000000  90.000000000000  287496.000000000000  1.109955547215 
