  6  2  7 -1
  3  1 16 -1
  4 10  2 -1
 19  5  3 -1
 13  6  4 -1
  5 22  1 -1
  1  8  9 -1
  7 -1 -1 -1
  7 -1 -1 -1
  3 12 11 -1
 10 -1 -1 -1
 10 -1 -1 -1
 14 15  5 -1
 13 -1 -1 -1
 13 -1 -1 -1
  2 18 17 -1
 16 -1 -1 -1
 16 -1 -1 -1
 21 20  4 -1
 19 -1 -1 -1
 19 -1 -1 -1
 23 24  6 -1
 22 -1 -1 -1
 22 -1 -1 -1
