# Step     Time (ps)     Particles  Tot. E. (eV/part)  Kin. E. (eV/part)  Pot. E. (eV/part)  Temp. (K) Pxx Pyy Pzz Pxy Pxz Pyz (Pa) A/B/C (ang)    alpha/beta/gamma (deg)     Vol. (ang^3)  Rho (g/cm^3)
        0  0.000000e+00          4000   2.0372152966e-03   2.0372152966e-03   0.0000000000e+00   5.000000000000   5789543.168040277436   5879964.469402863644   5865813.239890959114  -66220.114102550433   101340.826699218538  63518.518854758317  36.150000000000  36.150000000000  36.150000000000  90.000000000000  90.000000000000  90.000000000000  47241.633374999998  8.934544071407 
